Classify_Row1_NumObjectsPerBin,Classify_Row1_PctObjectsPerBin,Classify_Row2_NumObjectsPerBin,Classify_Row2_PctObjectsPerBin,Classify_Row3_NumObjectsPerBin,Classify_Row3_PctObjectsPerBin,Classify_Row4_NumObjectsPerBin,Classify_Row4_PctObjectsPerBin,Classify_Row5_NumObjectsPerBin,Classify_Row5_PctObjectsPerBin,Classify_Row6_NumObjectsPerBin,Classify_Row6_PctObjectsPerBin,Classify_Row7_NumObjectsPerBin,Classify_Row7_PctObjectsPerBin,FileName_original,Height_original,ImageNumber,PathName_FinalObjectNumbers,PathName_original,Threshold_FinalThreshold_Prespots,Threshold_OrigThreshold_Prespots,Threshold_SumOfEntropies_Prespots,Threshold_WeightedVariance_Prespots,Width_original
4,14.814814814814815,4,14.814814814814815,4,14.814814814814815,4,14.814814814814815,4,14.814814814814815,4,14.814814814814815,3,11.11111111111111,1D ura crop 4-23-18.tif,640,1,c:\users\sarah\Desktop\Results on Binary Images - Final\wt\Object Numbers,C:\Users\sarah\Desktop\SpotAssayQuant\Examples\Grayscale\Input,0.1,0.1,-6.36180401179027,0.0,529
4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,1D ura crop 6-26-18.tif,640,2,c:\users\sarah\Desktop\Results on Binary Images - Final\wt\Object Numbers,C:\Users\sarah\Desktop\SpotAssayQuant\Examples\Grayscale\Input,0.1,0.1,-6.359811724924112,0.0,522
4,14.814814814814815,3,11.11111111111111,4,14.814814814814815,4,14.814814814814815,4,14.814814814814815,4,14.814814814814815,4,14.814814814814815,2D azc crop 4-23-18.tif,640,3,c:\users\sarah\Desktop\Results on Binary Images - Final\wt\Object Numbers,C:\Users\sarah\Desktop\SpotAssayQuant\Examples\Grayscale\Input,0.1,0.1,-6.3612179773535775,0.0,531
4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,2D min crop 4-23-18.tif,640,4,c:\users\sarah\Desktop\Results on Binary Images - Final\wt\Object Numbers,C:\Users\sarah\Desktop\SpotAssayQuant\Examples\Grayscale\Input,0.1,0.1,-6.360769863349957,0.0,531
4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,4,14.285714285714286,2D rapa crop 4-23-18.tif,640,5,c:\users\sarah\Desktop\Results on Binary Images - Final\wt\Object Numbers,C:\Users\sarah\Desktop\SpotAssayQuant\Examples\Grayscale\Input,0.1,0.1,-6.36211492469652,0.0,531
