ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Classify_Row0,Classify_Row1,Classify_Row2,Classify_Row3,Classify_Row4,Classify_Row5,Classify_Row6,Classify_Row7,Location_Center_X,Location_Center_Y,Number_Object_Number
2,10,2226,305.0,230.0,1.0,1.0272551781061017,0.2613744274802129,-1.0,0.7227272727272728,0.5048289433446661,54.86337073823146,56.08029957123981,15.811388300841896,5.787824881101189,5.0,53.665631459994955,52.956182166486535,-53.04823674336148,235.39399999999966,0.9132307692307692,0,0,0,1,0,0,0,0,303.90206648697216,224.5314465408805,10
2,11,2019,400.0,211.0,1.0,1.1555068947358698,0.3751514223791535,-1.0,0.6674380165289256,0.33611643552776016,56.48392383446344,61.032778078668514,10.63014581273465,4.340694907445537,4.123105625617661,52.16689194675695,52.358538167320084,-8.32877906403998,274.74399999999946,0.8192331101643335,0,0,0,1,0,0,0,0,390.8697374938088,225.47003467062902,11
2,12,2374,130.0,314.0,1.0,1.0009765829966986,0.2128935611449909,1.0,0.7570153061224489,0.8539363556102292,55.59671063580988,55.78530272392541,26.92582403567252,9.322047871133593,8.06225774829855,53.480257394990936,54.32217812207661,73.83978691987865,186.9099999999998,0.9640609137055838,0,0,0,0,1,0,0,0,130.1267902274642,313.7805391743892,12
2,13,2216,214.0,315.0,1.0,1.0021871742189015,0.21520882321273135,1.0,0.7599451303155007,0.8415239339799936,53.764058264217894,54.20332093147061,25.079872407968907,8.84374313745179,7.810249675906654,52.30408028212801,52.504261707930624,76.01836133363959,181.9099999999998,0.958063121487246,0,0,0,0,1,0,0,0,214.60108303249098,314.331678700361,13
2,14,2099,308.0,317.0,1.0,1.0254075490526708,0.3245767329636493,-2.0,0.6941137566137566,0.4881023400648777,53.74796528496535,55.226805085936306,15.652475842498529,5.510237333848455,5.0,51.75910939540407,50.838016486670064,-75.77154457098095,232.4639999999996,0.9110243055555556,0,0,0,0,1,0,0,0,302.2334444973797,314.84611719866604,14
2,15,1822,400.0,297.0,1.0,1.2805811038302906,0.4490052599199091,-1.0,0.5708020050125313,0.18850927932217337,57.43481657983403,60.53924347066124,9.055385138137417,3.375367067588375,3.1622776601683795,52.4442673365792,51.31968073914827,38.71225431427335,348.50799999999913,0.7497942386831276,0,0,0,0,1,0,0,0,390.41108671789243,313.35729967069153,15
2,16,2363,130.0,401.0,1.0,1.0007668666681935,0.1485524177624511,1.0,0.7672077922077922,0.8071237964187697,55.135166848053395,55.731499172371095,26.476404589747453,9.292753093324423,8.06225774829855,54.0,54.52341652937636,-82.85522803573765,191.80799999999977,0.9662645675730934,0,0,0,0,0,1,0,0,129.62336013542108,400.8857384680491,16
2,17,2286,216.0,405.0,1.0,1.0008466286472708,0.23105883984705572,1.0,0.7696969696969697,0.9111008819521699,54.66769329086958,55.00909015790027,26.40075756488817,9.201671907490601,8.06225774829855,52.32590180780452,53.188373399864325,-77.59039810391761,177.5659999999998,0.9707006369426749,0,0,0,0,0,1,0,0,216.07611548556432,404.89063867016625,17
2,18,2275,310.0,405.0,1.0,1.0047152193349274,0.21572738669866962,0.0,0.7386363636363636,0.6974219943663745,54.54546850562091,55.90169943749474,19.6468827043885,7.400588747121825,6.708203932499369,52.942905280237454,53.26112080861287,77.00942484101529,202.46399999999974,0.9461426491994177,0,0,0,0,0,1,0,0,303.31340659340657,403.97714285714284,18
2,19,2265,398.0,408.0,1.0,1.0677912895293682,0.4833002378100577,-2.0,0.7005876894525209,0.35944287903466277,59.00057360550952,60.530983801686226,14.142135623730951,4.910898110304872,4.47213595499958,52.0,51.652327726216754,-89.16228251348953,281.3999999999994,0.8887580929958799,0,0,0,0,0,1,0,0,391.7783664459161,403.5174392935982,19
2,20,2332,131.0,494.0,1.0,1.0011093714391488,0.23367522355849726,1.0,0.7571428571428571,0.8641428288709246,55.238503328495206,55.362442142665635,26.30589287593181,9.19501802995258,8.06225774829855,53.35092408681813,53.70920919164436,76.34298896924928,184.15199999999976,0.9642340293570395,0,0,0,0,0,0,1,0,131.27487135506004,493.9271012006861,20
2,21,2267,216.0,495.0,1.0,1.0025984689165068,0.26115877457763736,1.0,0.7638140161725068,0.7982730877406917,54.69651608171689,55.154328932550705,25.495097567963924,8.910058188215439,7.810249675906654,52.0,52.7983204487358,88.7489046896679,188.90999999999974,0.9555321390937831,0,0,0,0,0,0,1,0,216.08689898544333,495.6947507719453,21
2,22,2052,301.0,507.0,1.0,1.052557572930191,0.3812867792544181,-3.0,0.6913746630727763,0.33519173381597833,54.41948934518674,57.271284253105414,12.206555615733702,4.4195382310826785,4.123105625617661,51.90342490858748,50.30846747509376,85.09135134055303,277.3619999999996,0.8750533049040512,0,0,0,0,0,0,1,0,301.530701754386,493.2071150097466,22
2,23,1834,390.0,476.0,1.0,1.333868587290279,0.6123440916702647,2.0,0.5581253804017042,0.19543099248076906,61.86475421424321,61.40032573203501,9.219544457292887,3.5681223117202996,3.1622776601683795,51.523168738303546,48.909740752879614,-79.14659101929837,343.40599999999904,0.7464387464387464,0,0,0,0,0,0,1,0,389.12159214830973,494.0599781897492,23
2,24,3315,131.0,587.0,1.0,1.0036636207944982,0.3660602804998879,1.0,0.76171875,0.7983246006528689,67.31279485787097,67.468511173732,30.59411708155671,10.800480869510368,9.433981132056603,62.44378915571757,62.640690546549656,88.4618342006871,228.43199999999956,0.9643636363636363,0,0,0,0,0,0,0,1,130.8184012066365,586.3628959276018,24
2,25,3323,216.0,590.0,1.0,1.0036819330962259,0.30745106910805,1.0,0.7402539541100468,0.781488063188231,66.69276810770572,68.00735254367721,30.805843601498726,10.669468895987533,9.219544457292887,63.63961030678928,63.462429972916595,80.9780955416197,231.15799999999953,0.9570852534562211,0,0,0,0,0,0,0,1,216.232621125489,590.0069214565152,25
